position,surah,ayah,position_in_ayah,page,line,juz,number,number_last,text,rasm_imlai,marks,resegmented
14425,5,41,67,114,15,6,14426,14426,عَظِيمࣱ,عظيم,,0
14426,5,42,1,115,1,6,14427,14427,سَمَّٰعُونَ,سماعون,,0
14427,5,42,2,115,1,6,14428,14428,لِلۡكَذِبِ,للكذب,,0
14428,5,42,3,115,1,6,14429,14429,أَكَّٰلُونَ,أكالون,,0
14429,5,42,4,115,1,6,14430,14430,لِلسُّحۡتِ,للسحت,waqf:after:ۚ,0
14430,5,42,5,115,1,6,14431,14431,فَإِن,فإن,,0
14431,5,42,6,115,1,6,14432,14432,جَآءُوكَ,جاءوك,,0
14432,5,42,7,115,2,6,14433,14433,فَٱحۡكُم,فاحكم,,0
14433,5,42,8,115,2,6,14434,14434,بَيۡنَهُمۡ,بينهم,,0
14434,5,42,9,115,2,6,14435,14435,أَوۡ,أو,,0
14435,5,42,10,115,2,6,14436,14436,أَعۡرِضۡ,أعرض,,0
14436,5,42,11,115,2,6,14437,14437,عَنۡهُمۡ,عنهم,waqf:after:ۖ,0
14437,5,42,12,115,2,6,14438,14438,وَإِن,وإن,,0
14438,5,42,13,115,2,6,14439,14439,تُعۡرِضۡ,تعرض,,0
14439,5,42,14,115,2,6,14440,14440,عَنۡهُمۡ,عنهم,,0
14440,5,42,15,115,2,6,14441,14441,فَلَن,فلن,,0
14441,5,42,16,115,3,6,14442,14442,يَضُرُّوكَ,يضروك,,0
14442,5,42,17,115,3,6,14443,14443,شَيۡـࣰٔا,شيئا,waqf:after:ۖ,0
14443,5,42,18,115,3,6,14444,14444,وَإِنۡ,وإن,,0
14444,5,42,19,115,3,6,14445,14445,حَكَمۡتَ,حكمت,,0
14445,5,42,20,115,3,6,14446,14446,فَٱحۡكُم,فاحكم,,0
14446,5,42,21,115,3,6,14447,14447,بَيۡنَهُم,بينهم,,0
14447,5,42,22,115,3,6,14448,14448,بِٱلۡقِسۡطِ,بالقسط,waqf:after:ۚ,0
14448,5,42,23,115,4,6,14449,14449,إِنَّ,إن,,0
14449,5,42,24,115,4,6,14450,14450,ٱللَّهَ,الله,,0
14450,5,42,25,115,4,6,14451,14451,يُحِبُّ,يحب,,0
14451,5,42,26,115,4,6,14452,14452,ٱلۡمُقۡسِطِينَ,المقسطين,,0
14452,5,43,1,115,4,6,14453,14453,وَكَيۡفَ,وكيف,,0
14453,5,43,2,115,4,6,14454,14454,يُحَكِّمُونَكَ,يحكمونك,,0
14454,5,43,3,115,5,6,14455,14455,وَعِندَهُمُ,وعندهم,,0
14455,5,43,4,115,5,6,14456,14456,ٱلتَّوۡرَىٰةُ,التوراة,,0
14456,5,43,5,115,5,6,14457,14457,فِيهَا,فيها,,0
14457,5,43,6,115,5,6,14458,14458,حُكۡمُ,حكم,,0
14458,5,43,7,115,5,6,14459,14459,ٱللَّهِ,الله,,0
14459,5,43,8,115,5,6,14460,14460,ثُمَّ,ثم,,0
14460,5,43,9,115,5,6,14461,14461,يَتَوَلَّوۡنَ,يتولون,,0
14461,5,43,10,115,5,6,14462,14462,مِنۢ,من,,0
14462,5,43,11,115,5,6,14463,14463,بَعۡدِ,بعد,,0
14463,5,43,12,115,6,6,14464,14464,ذَٰلِكَ,ذلك,waqf:after:ۚ,0
14464,5,43,13,115,6,6,14465,14465,وَمَآ,وما,,0
14465,5,43,14,115,6,6,14466,14466,أُوْلَٰٓئِكَ,أولئك,,0
14466,5,43,15,115,6,6,14467,14467,بِٱلۡمُؤۡمِنِينَ,بالمؤمنين,,0
14467,5,44,1,115,6,6,14468,14468,إِنَّآ,إنا,,0
14468,5,44,2,115,6,6,14469,14469,أَنزَلۡنَا,أنزلنا,,0
14469,5,44,3,115,6,6,14470,14470,ٱلتَّوۡرَىٰةَ,التوراة,,0
14470,5,44,4,115,7,6,14471,14471,فِيهَا,فيها,,0
14471,5,44,5,115,7,6,14472,14472,هُدࣰى,هدى,,0
14472,5,44,6,115,7,6,14473,14473,وَنُورࣱ,ونور,waqf:after:ۚ,0
14473,5,44,7,115,7,6,14474,14474,يَحۡكُمُ,يحكم,,0
14474,5,44,8,115,7,6,14475,14475,بِهَا,بها,,0
14475,5,44,9,115,7,6,14476,14476,ٱلنَّبِيُّونَ,النبيون,,0
14476,5,44,10,115,7,6,14477,14477,ٱلَّذِينَ,الذين,,0
14477,5,44,11,115,7,6,14478,14478,أَسۡلَمُواْ,أسلموا,,0
14478,5,44,12,115,8,6,14479,14479,لِلَّذِينَ,للذين,,0
14479,5,44,13,115,8,6,14480,14480,هَادُواْ,هادوا,,0
14480,5,44,14,115,8,6,14481,14481,وَٱلرَّبَّٰنِيُّونَ,والربانيون,,0
14481,5,44,15,115,8,6,14482,14482,وَٱلۡأَحۡبَارُ,والأحبار,,0
14482,5,44,16,115,8,6,14483,14483,بِمَا,بما,,0
14483,5,44,17,115,8,6,14484,14484,ٱسۡتُحۡفِظُواْ,استحفظوا,,0
14484,5,44,18,115,8,6,14485,14485,مِن,من,,0
14485,5,44,19,115,9,6,14486,14486,كِتَٰبِ,كتاب,,0
14486,5,44,20,115,9,6,14487,14487,ٱللَّهِ,الله,,0
14487,5,44,21,115,9,6,14488,14488,وَكَانُواْ,وكانوا,,0
14488,5,44,22,115,9,6,14489,14489,عَلَيۡهِ,عليه,,0
14489,5,44,23,115,9,6,14490,14490,شُهَدَآءَ,شهداء,waqf:after:ۚ,0
14490,5,44,24,115,9,6,14491,14491,فَلَا,فلا,,0
14491,5,44,25,115,9,6,14492,14492,تَخۡشَوُاْ,تخشوا,,0
14492,5,44,26,115,9,6,14493,14493,ٱلنَّاسَ,الناس,,0
14493,5,44,27,115,10,6,14494,14494,وَٱخۡشَوۡنِ,واخشون,,0
14494,5,44,28,115,10,6,14495,14495,وَلَا,ولا,,0
14495,5,44,29,115,10,6,14496,14496,تَشۡتَرُواْ,تشتروا,,0
14496,5,44,30,115,10,6,14497,14497,بِـَٔايَٰتِي,بآياتي,,0
14497,5,44,31,115,10,6,14498,14498,ثَمَنࣰا,ثمنا,,0
14498,5,44,32,115,10,6,14499,14499,قَلِيلࣰا,قليلا,waqf:after:ۚ,0
14499,5,44,33,115,10,6,14500,14500,وَمَن,ومن,,0
14500,5,44,34,115,10,6,14501,14501,لَّمۡ,لم,,0
14501,5,44,35,115,10,6,14502,14502,يَحۡكُم,يحكم,,0
14502,5,44,36,115,11,6,14503,14503,بِمَآ,بما,,0
14503,5,44,37,115,11,6,14504,14504,أَنزَلَ,أنزل,,0
14504,5,44,38,115,11,6,14505,14505,ٱللَّهُ,الله,,0
14505,5,44,39,115,11,6,14506,14506,فَأُوْلَٰٓئِكَ,فأولئك,,0
14506,5,44,40,115,11,6,14507,14507,هُمُ,هم,,0
14507,5,44,41,115,11,6,14508,14508,ٱلۡكَٰفِرُونَ,الكافرون,,0
14508,5,45,1,115,11,6,14509,14509,وَكَتَبۡنَا,وكتبنا,,0
14509,5,45,2,115,12,6,14510,14510,عَلَيۡهِمۡ,عليهم,,0
14510,5,45,3,115,12,6,14511,14511,فِيهَآ,فيها,,0
14511,5,45,4,115,12,6,14512,14512,أَنَّ,أن,,0
14512,5,45,5,115,12,6,14513,14513,ٱلنَّفۡسَ,النفس,,0
14513,5,45,6,115,12,6,14514,14514,بِٱلنَّفۡسِ,بالنفس,,0
14514,5,45,7,115,12,6,14515,14515,وَٱلۡعَيۡنَ,والعين,,0
14515,5,45,8,115,12,6,14516,14516,بِٱلۡعَيۡنِ,بالعين,,0
14516,5,45,9,115,12,6,14517,14517,وَٱلۡأَنفَ,والأنف,,0
14517,5,45,10,115,13,6,14518,14518,بِٱلۡأَنفِ,بالأنف,,0
14518,5,45,11,115,13,6,14519,14519,وَٱلۡأُذُنَ,والأذن,,0
14519,5,45,12,115,13,6,14520,14520,بِٱلۡأُذُنِ,بالأذن,,0
14520,5,45,13,115,13,6,14521,14521,وَٱلسِّنَّ,والسن,,0
14521,5,45,14,115,13,6,14522,14522,بِٱلسِّنِّ,بالسن,,0
14522,5,45,15,115,13,6,14523,14523,وَٱلۡجُرُوحَ,والجروح,,0
14523,5,45,16,115,14,6,14524,14524,قِصَاصࣱ,قصاص,waqf:after:ۚ,0
14524,5,45,17,115,14,6,14525,14525,فَمَن,فمن,,0
14525,5,45,18,115,14,6,14526,14526,تَصَدَّقَ,تصدق,,0
14526,5,45,19,115,14,6,14527,14527,بِهِۦ,به,,0
14527,5,45,20,115,14,6,14528,14528,فَهُوَ,فهو,,0
14528,5,45,21,115,14,6,14529,14529,كَفَّارَةࣱ,كفارة,,0
14529,5,45,22,115,14,6,14530,14530,لَّهُۥ,له,waqf:after:ۚ,0
14530,5,45,23,115,14,6,14531,14531,وَمَن,ومن,,0
14531,5,45,24,115,15,6,14532,14532,لَّمۡ,لم,,0
14532,5,45,25,115,15,6,14533,14533,يَحۡكُم,يحكم,,0
14533,5,45,26,115,15,6,14534,14534,بِمَآ,بما,,0
14534,5,45,27,115,15,6,14535,14535,أَنزَلَ,أنزل,,0
14535,5,45,28,115,15,6,14536,14536,ٱللَّهُ,الله,,0
14536,5,45,29,115,15,6,14537,14537,فَأُوْلَٰٓئِكَ,فأولئك,,0
14537,5,45,30,115,15,6,14538,14538,هُمُ,هم,,0
14538,5,45,31,115,15,6,14539,14539,ٱلظَّٰلِمُونَ,الظالمون,,0
14539,5,46,1,116,1,6,14540,14540,وَقَفَّيۡنَا,وقفينا,,0
14540,5,46,2,116,1,6,14541,14541,عَلَىٰٓ,على,,0
14541,5,46,3,116,1,6,14542,14542,ءَاثَٰرِهِم,آثارهم,,0
14542,5,46,4,116,1,6,14543,14543,بِعِيسَى,بعيسى,,0
14543,5,46,5,116,1,6,14544,14544,ٱبۡنِ,ابن,,0
14544,5,46,6,116,1,6,14545,14545,مَرۡيَمَ,مريم,,0
14545,5,46,7,116,1,6,14546,14546,مُصَدِّقࣰا,مصدقا,,0
14546,5,46,8,116,1,6,14547,14547,لِّمَا,لما,,0
14547,5,46,9,116,1,6,14548,14548,بَيۡنَ,بين,,0
14548,5,46,10,116,1,6,14549,14549,يَدَيۡهِ,يديه,,0
14549,5,46,11,116,2,6,14550,14550,مِنَ,من,,0
14550,5,46,12,116,2,6,14551,14551,ٱلتَّوۡرَىٰةِ,التوراة,waqf:after:ۖ,0
14551,5,46,13,116,2,6,14552,14552,وَءَاتَيۡنَٰهُ,وآتيناه,,0
14552,5,46,14,116,2,6,14553,14553,ٱلۡإِنجِيلَ,الإنجيل,,0
14553,5,46,15,116,2,6,14554,14554,فِيهِ,فيه,,0
14554,5,46,16,116,2,6,14555,14555,هُدࣰى,هدى,,0
14555,5,46,17,116,2,6,14556,14556,وَنُورࣱ,ونور,,0
14556,5,46,18,116,2,6,14557,14557,وَمُصَدِّقࣰا,ومصدقا,,0
14557,5,46,19,116,3,6,14558,14558,لِّمَا,لما,,0
14558,5,46,20,116,3,6,14559,14559,بَيۡنَ,بين,,0
14559,5,46,21,116,3,6,14560,14560,يَدَيۡهِ,يديه,,0
14560,5,46,22,116,3,6,14561,14561,مِنَ,من,,0
14561,5,46,23,116,3,6,14562,14562,ٱلتَّوۡرَىٰةِ,التوراة,,0
14562,5,46,24,116,3,6,14563,14563,وَهُدࣰى,وهدى,,0
14563,5,46,25,116,3,6,14564,14564,وَمَوۡعِظَةࣰ,وموعظة,,0
14564,5,46,26,116,3,6,14565,14565,لِّلۡمُتَّقِينَ,للمتقين,,0
14565,5,47,1,116,4,6,14566,14566,وَلۡيَحۡكُمۡ,وليحكم,,0
14566,5,47,2,116,4,6,14567,14567,أَهۡلُ,أهل,,0
14567,5,47,3,116,4,6,14568,14568,ٱلۡإِنجِيلِ,الإنجيل,,0
14568,5,47,4,116,4,6,14569,14569,بِمَآ,بما,,0
14569,5,47,5,116,4,6,14570,14570,أَنزَلَ,أنزل,,0
14570,5,47,6,116,4,6,14571,14571,ٱللَّهُ,الله,,0
14571,5,47,7,116,4,6,14572,14572,فِيهِ,فيه,waqf:after:ۚ,0
14572,5,47,8,116,4,6,14573,14573,وَمَن,ومن,,0
14573,5,47,9,116,4,6,14574,14574,لَّمۡ,لم,,0
14574,5,47,10,116,4,6,14575,14575,يَحۡكُم,يحكم,,0
14575,5,47,11,116,5,6,14576,14576,بِمَآ,بما,,0
14576,5,47,12,116,5,6,14577,14577,أَنزَلَ,أنزل,,0
14577,5,47,13,116,5,6,14578,14578,ٱللَّهُ,الله,,0
14578,5,47,14,116,5,6,14579,14579,فَأُوْلَٰٓئِكَ,فأولئك,,0
14579,5,47,15,116,5,6,14580,14580,هُمُ,هم,,0
14580,5,47,16,116,5,6,14581,14581,ٱلۡفَٰسِقُونَ,الفاسقون,,0
14581,5,48,1,116,5,6,14582,14582,وَأَنزَلۡنَآ,وأنزلنا,,0
14582,5,48,2,116,5,6,14583,14583,إِلَيۡكَ,إليك,,0
14583,5,48,3,116,6,6,14584,14584,ٱلۡكِتَٰبَ,الكتاب,,0
14584,5,48,4,116,6,6,14585,14585,بِٱلۡحَقِّ,بالحق,,0
14585,5,48,5,116,6,6,14586,14586,مُصَدِّقࣰا,مصدقا,,0
14586,5,48,6,116,6,6,14587,14587,لِّمَا,لما,,0
14587,5,48,7,116,6,6,14588,14588,بَيۡنَ,بين,,0
14588,5,48,8,116,6,6,14589,14589,يَدَيۡهِ,يديه,,0
14589,5,48,9,116,6,6,14590,14590,مِنَ,من,,0
14590,5,48,10,116,6,6,14591,14591,ٱلۡكِتَٰبِ,الكتاب,,0
14591,5,48,11,116,7,6,14592,14592,وَمُهَيۡمِنًا,ومهيمنا,,0
14592,5,48,12,116,7,6,14593,14593,عَلَيۡهِ,عليه,waqf:after:ۖ,0
14593,5,48,13,116,7,6,14594,14594,فَٱحۡكُم,فاحكم,,0
14594,5,48,14,116,7,6,14595,14595,بَيۡنَهُم,بينهم,,0
14595,5,48,15,116,7,6,14596,14596,بِمَآ,بما,,0
14596,5,48,16,116,7,6,14597,14597,أَنزَلَ,أنزل,,0
14597,5,48,17,116,7,6,14598,14598,ٱللَّهُ,الله,waqf:after:ۖ,0
14598,5,48,18,116,7,6,14599,14599,وَلَا,ولا,,0
14599,5,48,19,116,7,6,14600,14600,تَتَّبِعۡ,تتبع,,0
14600,5,48,20,116,7,6,14601,14601,أَهۡوَآءَهُمۡ,أهواءهم,,0
14601,5,48,21,116,8,6,14602,14602,عَمَّا,عما,,0
14602,5,48,22,116,8,6,14603,14603,جَآءَكَ,جاءك,,0
14603,5,48,23,116,8,6,14604,14604,مِنَ,من,,0
14604,5,48,24,116,8,6,14605,14605,ٱلۡحَقِّ,الحق,waqf:after:ۚ,0
14605,5,48,25,116,8,6,14606,14606,لِكُلࣲّ,لكل,,0
14606,5,48,26,116,8,6,14607,14607,جَعَلۡنَا,جعلنا,,0
14607,5,48,27,116,8,6,14608,14608,مِنكُمۡ,منكم,,0
14608,5,48,28,116,8,6,14609,14609,شِرۡعَةࣰ,شرعة,,0
14609,5,48,29,116,8,6,14610,14610,وَمِنۡهَاجࣰا,ومنهاجا,waqf:after:ۚ,0
14610,5,48,30,116,9,6,14611,14611,وَلَوۡ,ولو,,0
14611,5,48,31,116,9,6,14612,14612,شَآءَ,شاء,,0
14612,5,48,32,116,9,6,14613,14613,ٱللَّهُ,الله,,0
14613,5,48,33,116,9,6,14614,14614,لَجَعَلَكُمۡ,لجعلكم,,0
14614,5,48,34,116,9,6,14615,14615,أُمَّةࣰ,أمة,,0
14615,5,48,35,116,9,6,14616,14616,وَٰحِدَةࣰ,واحدة,,0
14616,5,48,36,116,9,6,14617,14617,وَلَٰكِن,ولكن,,0
14617,5,48,37,116,9,6,14618,14618,لِّيَبۡلُوَكُمۡ,ليبلوكم,,0
14618,5,48,38,116,10,6,14619,14619,فِي,في,,0
14619,5,48,39,116,10,6,14620,14620,مَآ,ما,,0
14620,5,48,40,116,10,6,14621,14621,ءَاتَىٰكُمۡ,آتاكم,waqf:after:ۖ,0
14621,5,48,41,116,10,6,14622,14622,فَٱسۡتَبِقُواْ,فاستبقوا,,0
14622,5,48,42,116,10,6,14623,14623,ٱلۡخَيۡرَٰتِ,الخيرات,waqf:after:ۚ,0
14623,5,48,43,116,10,6,14624,14624,إِلَى,إلى,,0
14624,5,48,44,116,10,6,14625,14625,ٱللَّهِ,الله,,0
14625,5,48,45,116,10,6,14626,14626,مَرۡجِعُكُمۡ,مرجعكم,,0
14626,5,48,46,116,10,6,14627,14627,جَمِيعࣰا,جميعا,,0
14627,5,48,47,116,11,6,14628,14628,فَيُنَبِّئُكُم,فينبئكم,,0
14628,5,48,48,116,11,6,14629,14629,بِمَا,بما,,0
14629,5,48,49,116,11,6,14630,14630,كُنتُمۡ,كنتم,,0
14630,5,48,50,116,11,6,14631,14631,فِيهِ,فيه,,0
14631,5,48,51,116,11,6,14632,14632,تَخۡتَلِفُونَ,تختلفون,,0
14632,5,49,1,116,11,6,14633,14633,وَأَنِ,وأن,,0
14633,5,49,2,116,11,6,14634,14634,ٱحۡكُم,احكم,,0
14634,5,49,3,116,11,6,14635,14635,بَيۡنَهُم,بينهم,,0
14635,5,49,4,116,12,6,14636,14636,بِمَآ,بما,,0
14636,5,49,5,116,12,6,14637,14637,أَنزَلَ,أنزل,,0
14637,5,49,6,116,12,6,14638,14638,ٱللَّهُ,الله,,0
14638,5,49,7,116,12,6,14639,14639,وَلَا,ولا,,0
14639,5,49,8,116,12,6,14640,14640,تَتَّبِعۡ,تتبع,,0
14640,5,49,9,116,12,6,14641,14641,أَهۡوَآءَهُمۡ,أهواءهم,,0
14641,5,49,10,116,12,6,14642,14642,وَٱحۡذَرۡهُمۡ,واحذرهم,,0
14642,5,49,11,116,12,6,14643,14643,أَن,أن,,0
14643,5,49,12,116,12,6,14644,14644,يَفۡتِنُوكَ,يفتنوك,,0
14644,5,49,13,116,12,6,14645,14645,عَنۢ,عن,,0
14645,5,49,14,116,13,6,14646,14646,بَعۡضِ,بعض,,0
14646,5,49,15,116,13,6,14647,14647,مَآ,ما,,0
14647,5,49,16,116,13,6,14648,14648,أَنزَلَ,أنزل,,0
14648,5,49,17,116,13,6,14649,14649,ٱللَّهُ,الله,,0
14649,5,49,18,116,13,6,14650,14650,إِلَيۡكَ,إليك,waqf:after:ۖ,0
14650,5,49,19,116,13,6,14651,14651,فَإِن,فإن,,0
14651,5,49,20,116,13,6,14652,14652,تَوَلَّوۡاْ,تولوا,,0
14652,5,49,21,116,13,6,14653,14653,فَٱعۡلَمۡ,فاعلم,,0
14653,5,49,22,116,13,6,14654,14654,أَنَّمَا,أنما,,0
14654,5,49,23,116,13,6,14655,14655,يُرِيدُ,يريد,,0
14655,5,49,24,116,13,6,14656,14656,ٱللَّهُ,الله,,0
14656,5,49,25,116,13,6,14657,14657,أَن,أن,,0
14657,5,49,26,116,13,6,14658,14658,يُصِيبَهُم,يصيبهم,,0
14658,5,49,27,116,14,6,14659,14659,بِبَعۡضِ,ببعض,,0
14659,5,49,28,116,14,6,14660,14660,ذُنُوبِهِمۡ,ذنوبهم,waqf:after:ۗ,0
14660,5,49,29,116,14,6,14661,14661,وَإِنَّ,وإن,,0
14661,5,49,30,116,14,6,14662,14662,كَثِيرࣰا,كثيرا,,0
14662,5,49,31,116,14,6,14663,14663,مِّنَ,من,,0
14663,5,49,32,116,14,6,14664,14664,ٱلنَّاسِ,الناس,,0
14664,5,49,33,116,14,6,14665,14665,لَفَٰسِقُونَ,لفاسقون,,0
14665,5,50,1,116,14,6,14666,14666,أَفَحُكۡمَ,أفحكم,,0
14666,5,50,2,116,15,6,14667,14667,ٱلۡجَٰهِلِيَّةِ,الجاهلية,,0
14667,5,50,3,116,15,6,14668,14668,يَبۡغُونَ,يبغون,waqf:after:ۚ,0
14668,5,50,4,116,15,6,14669,14669,وَمَنۡ,ومن,,0
14669,5,50,5,116,15,6,14670,14670,أَحۡسَنُ,أحسن,,0
14670,5,50,6,116,15,6,14671,14671,مِنَ,من,,0
14671,5,50,7,116,15,6,14672,14672,ٱللَّهِ,الله,,0
14672,5,50,8,116,15,6,14673,14673,حُكۡمࣰا,حكما,,0
14673,5,50,9,116,15,6,14674,14674,لِّقَوۡمࣲ,لقوم,,0
14674,5,50,10,116,15,6,14675,14675,يُوقِنُونَ,يوقنون,,0
14675,5,51,1,117,1,6,14676,14676,يَٰٓأَيُّهَا,ياأيها,division:before:۞,0
14676,5,51,2,117,1,6,14677,14677,ٱلَّذِينَ,الذين,,0
14677,5,51,3,117,1,6,14678,14678,ءَامَنُواْ,آمنوا,,0
14678,5,51,4,117,1,6,14679,14679,لَا,لا,,0
14679,5,51,5,117,1,6,14680,14680,تَتَّخِذُواْ,تتخذوا,,0
14680,5,51,6,117,1,6,14681,14681,ٱلۡيَهُودَ,اليهود,,0
14681,5,51,7,117,1,6,14682,14682,وَٱلنَّصَٰرَىٰٓ,والنصارى,,0
14682,5,51,8,117,1,6,14683,14683,أَوۡلِيَآءَ,أولياء,waqf:after:ۘ,0
14683,5,51,9,117,1,6,14684,14684,بَعۡضُهُمۡ,بعضهم,,0
14684,5,51,10,117,2,6,14685,14685,أَوۡلِيَآءُ,أولياء,,0
14685,5,51,11,117,2,6,14686,14686,بَعۡضࣲ,بعض,waqf:after:ۚ,0
14686,5,51,12,117,2,6,14687,14687,وَمَن,ومن,,0
14687,5,51,13,117,2,6,14688,14688,يَتَوَلَّهُم,يتولهم,,0
14688,5,51,14,117,2,6,14689,14689,مِّنكُمۡ,منكم,,0
14689,5,51,15,117,2,6,14690,14690,فَإِنَّهُۥ,فإنه,,0
14690,5,51,16,117,2,6,14691,14691,مِنۡهُمۡ,منهم,waqf:after:ۗ,0
14691,5,51,17,117,2,6,14692,14692,إِنَّ,إن,,0
14692,5,51,18,117,2,6,14693,14693,ٱللَّهَ,الله,,0
14693,5,51,19,117,2,6,14694,14694,لَا,لا,,0
14694,5,51,20,117,2,6,14695,14695,يَهۡدِي,يهدي,,0
14695,5,51,21,117,2,6,14696,14696,ٱلۡقَوۡمَ,القوم,,0
14696,5,51,22,117,3,6,14697,14697,ٱلظَّٰلِمِينَ,الظالمين,,0
14697,5,52,1,117,3,6,14698,14698,فَتَرَى,فترى,,0
14698,5,52,2,117,3,6,14699,14699,ٱلَّذِينَ,الذين,,0
14699,5,52,3,117,3,6,14700,14700,فِي,في,,0
14700,5,52,4,117,3,6,14701,14701,قُلُوبِهِم,قلوبهم,,0
14701,5,52,5,117,3,6,14702,14702,مَّرَضࣱ,مرض,,0
14702,5,52,6,117,3,6,14703,14703,يُسَٰرِعُونَ,يسارعون,,0
14703,5,52,7,117,3,6,14704,14704,فِيهِمۡ,فيهم,,0
14704,5,52,8,117,3,6,14705,14705,يَقُولُونَ,يقولون,,0
14705,5,52,9,117,4,6,14706,14706,نَخۡشَىٰٓ,نخشى,,0
14706,5,52,10,117,4,6,14707,14707,أَن,أن,,0
14707,5,52,11,117,4,6,14708,14708,تُصِيبَنَا,تصيبنا,,0
14708,5,52,12,117,4,6,14709,14709,دَآئِرَةࣱ,دائرة,waqf:after:ۚ,0
14709,5,52,13,117,4,6,14710,14710,فَعَسَى,فعسى,,0
14710,5,52,14,117,4,6,14711,14711,ٱللَّهُ,الله,,0
14711,5,52,15,117,4,6,14712,14712,أَن,أن,,0
14712,5,52,16,117,4,6,14713,14713,يَأۡتِيَ,يأتي,,0
14713,5,52,17,117,4,6,14714,14714,بِٱلۡفَتۡحِ,بالفتح,,0
14714,5,52,18,117,4,6,14715,14715,أَوۡ,أو,,0
14715,5,52,19,117,4,6,14716,14716,أَمۡرࣲ,أمر,,0
14716,5,52,20,117,4,6,14717,14717,مِّنۡ,من,,0
14717,5,52,21,117,4,6,14718,14718,عِندِهِۦ,عنده,,0
14718,5,52,22,117,5,6,14719,14719,فَيُصۡبِحُواْ,فيصبحوا,,0
14719,5,52,23,117,5,6,14720,14720,عَلَىٰ,على,,0
14720,5,52,24,117,5,6,14721,14721,مَآ,ما,,0
14721,5,52,25,117,5,6,14722,14722,أَسَرُّواْ,أسروا,,0
14722,5,52,26,117,5,6,14723,14723,فِيٓ,في,,0
14723,5,52,27,117,5,6,14724,14724,أَنفُسِهِمۡ,أنفسهم,,0
14724,5,52,28,117,5,6,14725,14725,نَٰدِمِينَ,نادمين,,0
14725,5,53,1,117,5,6,14726,14726,وَيَقُولُ,ويقول,,0
14726,5,53,2,117,5,6,14727,14727,ٱلَّذِينَ,الذين,,0
14727,5,53,3,117,5,6,14728,14728,ءَامَنُوٓاْ,آمنوا,,0
14728,5,53,4,117,6,6,14729,14729,أَهَٰٓؤُلَآءِ,أهؤلاء,,0
14729,5,53,5,117,6,6,14730,14730,ٱلَّذِينَ,الذين,,0
14730,5,53,6,117,6,6,14731,14731,أَقۡسَمُواْ,أقسموا,,0
14731,5,53,7,117,6,6,14732,14732,بِٱللَّهِ,بالله,,0
14732,5,53,8,117,6,6,14733,14733,جَهۡدَ,جهد,,0
14733,5,53,9,117,6,6,14734,14734,أَيۡمَٰنِهِمۡ,أيمانهم,,0
14734,5,53,10,117,6,6,14735,14735,إِنَّهُمۡ,إنهم,,0
14735,5,53,11,117,6,6,14736,14736,لَمَعَكُمۡ,لمعكم,waqf:after:ۚ,0
14736,5,53,12,117,6,6,14737,14737,حَبِطَتۡ,حبطت,,0
14737,5,53,13,117,7,6,14738,14738,أَعۡمَٰلُهُمۡ,أعمالهم,,0
14738,5,53,14,117,7,6,14739,14739,فَأَصۡبَحُواْ,فأصبحوا,,0
14739,5,53,15,117,7,6,14740,14740,خَٰسِرِينَ,خاسرين,,0
14740,5,54,1,117,7,6,14741,14741,يَٰٓأَيُّهَا,ياأيها,,0
14741,5,54,2,117,7,6,14742,14742,ٱلَّذِينَ,الذين,,0
14742,5,54,3,117,7,6,14743,14743,ءَامَنُواْ,آمنوا,,0
14743,5,54,4,117,7,6,14744,14744,مَن,من,,0
14744,5,54,5,117,7,6,14745,14745,يَرۡتَدَّ,يرتد,,0
14745,5,54,6,117,8,6,14746,14746,مِنكُمۡ,منكم,,0
14746,5,54,7,117,8,6,14747,14747,عَن,عن,,0
14747,5,54,8,117,8,6,14748,14748,دِينِهِۦ,دينه,,0
14748,5,54,9,117,8,6,14749,14749,فَسَوۡفَ,فسوف,,0
14749,5,54,10,117,8,6,14750,14750,يَأۡتِي,يأتي,,0
14750,5,54,11,117,8,6,14751,14751,ٱللَّهُ,الله,,0
14751,5,54,12,117,8,6,14752,14752,بِقَوۡمࣲ,بقوم,,0
14752,5,54,13,117,8,6,14753,14753,يُحِبُّهُمۡ,يحبهم,,0
14753,5,54,14,117,8,6,14754,14754,وَيُحِبُّونَهُۥٓ,ويحبونه,,0
14754,5,54,15,117,8,6,14755,14755,أَذِلَّةٍ,أذلة,,0
14755,5,54,16,117,9,6,14756,14756,عَلَى,على,,0
14756,5,54,17,117,9,6,14757,14757,ٱلۡمُؤۡمِنِينَ,المؤمنين,,0
14757,5,54,18,117,9,6,14758,14758,أَعِزَّةٍ,أعزة,,0
14758,5,54,19,117,9,6,14759,14759,عَلَى,على,,0
14759,5,54,20,117,9,6,14760,14760,ٱلۡكَٰفِرِينَ,الكافرين,,0
14760,5,54,21,117,9,6,14761,14761,يُجَٰهِدُونَ,يجاهدون,,0
14761,5,54,22,117,9,6,14762,14762,فِي,في,,0
14762,5,54,23,117,9,6,14763,14763,سَبِيلِ,سبيل,,0
14763,5,54,24,117,9,6,14764,14764,ٱللَّهِ,الله,,0
14764,5,54,25,117,9,6,14765,14765,وَلَا,ولا,,0
14765,5,54,26,117,10,6,14766,14766,يَخَافُونَ,يخافون,,0
14766,5,54,27,117,10,6,14767,14767,لَوۡمَةَ,لومة,,0
